abs_td_error,agree,bfs_action,bfs_distance,difficulty,goal,greedy_action,maze_id,next,next_bfs_distance,path_index,pos,q_best_other,q_bfs,q_down,q_left,q_margin,q_right,q_up,shortest_len,source,start,td_error
1.2514780807495072,False,DOWN,4,easy,"(7, 2)",LEFT,manual_easy_3,"(7, 5)",3,6,"(6, 5)",57.439971923828125,57.035865783691406,57.035865783691406,57.439971923828125,-0.40410614013671875,56.64179229736328,57.27552795410156,10,manual,"(0, 5)",-1.2514780807495072
0.7236069107055627,True,LEFT,3,easy,"(7, 2)",LEFT,manual_easy_3,"(7, 4)",2,7,"(7, 5)",55.939239501953125,56.357967376708984,45.70663833618164,56.357967376708984,0.4187278747558594,54.71516036987305,55.939239501953125,10,manual,"(0, 5)",-0.7236069107055627
1.0686565399169936,False,LEFT,2,easy,"(7, 2)",UP,manual_easy_3,"(7, 3)",1,8,"(7, 4)",56.206424713134766,55.930885314941406,46.480289459228516,55.930885314941406,-0.2755393981933594,54.18069076538086,56.206424713134766,10,manual,"(0, 5)",1.0686565399169936
0.7163045501708982,False,LEFT,1,easy,"(7, 2)",UP,manual_easy_3,"(7, 2)",0,9,"(7, 3)",57.58539581298828,10.706304550170898,43.28900146484375,10.706304550170898,-46.87909126281738,52.972408294677734,57.58539581298828,10,manual,"(0, 5)",-0.7163045501708982
0.3456337738037121,True,UP,6,easy,"(1, 2)",UP,manual_easy_4,"(3, 5)",5,0,"(4, 5)",72.19147491455078,72.67484283447266,69.9676742553711,72.19147491455078,0.483367919921875,70.48040771484375,72.67484283447266,6,manual,"(4, 5)",-0.3456337738037121
0.509686737060548,False,UP,5,easy,"(1, 2)",LEFT,manual_easy_4,"(2, 5)",4,1,"(3, 5)",73.06990814208984,71.68232727050781,70.22822570800781,73.06990814208984,-1.3875808715820312,70.14292907714844,71.68232727050781,6,manual,"(4, 5)",-0.509686737060548
0.2871480560302615,False,UP,4,easy,"(1, 2)",LEFT,manual_easy_4,"(1, 5)",3,2,"(2, 5)",71.90165710449219,69.81013488769531,70.16248321533203,71.90165710449219,-2.091522216796875,70.1265869140625,69.81013488769531,6,manual,"(4, 5)",0.2871480560302615
0.13058357238770668,True,LEFT,3,easy,"(1, 2)",LEFT,manual_easy_4,"(1, 4)",2,3,"(1, 5)",70.7159423828125,70.81543731689453,69.47093963623047,70.81543731689453,0.09949493408203125,70.7159423828125,67.82069396972656,6,manual,"(4, 5)",-0.13058357238770668
0.26815383911132074,True,LEFT,2,easy,"(1, 2)",LEFT,manual_easy_4,"(1, 3)",1,4,"(1, 4)",69.96275329589844,71.40894317626953,69.96275329589844,71.40894317626953,1.4461898803710938,68.22991943359375,69.35723114013672,6,manual,"(4, 5)",0.26815383911132074
1.5612022781372072,False,LEFT,1,easy,"(1, 2)",UP,manual_easy_4,"(1, 2)",0,5,"(1, 3)",72.41120910644531,8.428797721862793,69.84017944335938,8.428797721862793,-63.98241138458252,63.37685012817383,72.41120910644531,6,manual,"(4, 5)",1.5612022781372072
0.21852493286132812,True,UP,6,easy,"(3, 1)",UP,manual_easy_5,"(6, 3)",5,0,"(7, 3)",71.98426818847656,72.82915496826172,62.615989685058594,70.36148834228516,0.8448867797851562,71.98426818847656,72.82915496826172,6,manual,"(7, 3)",-0.21852493286132812
0.4233747100829959,False,LEFT,5,easy,"(3, 1)",RIGHT,manual_easy_5,"(6, 2)",4,1,"(6, 3)",73.35417175292969,69.393310546875,71.25203704833984,69.393310546875,-3.9608612060546875,73.35417175292969,62.919227600097656,6,manual,"(7, 3)",0.4233747100829959
2.9764936828613315,False,LEFT,4,easy,"(3, 1)",RIGHT,manual_easy_5,"(6, 1)",3,2,"(6, 2)",70.5320053100586,69.95287322998047,69.05101776123047,69.95287322998047,-0.579132080078125,70.5320053100586,55.61943054199219,6,manual,"(7, 3)",-2.9764936828613315
