action,bfs_agree,bfs_best_actions,difficulty,goal,hit_wall,maze_id,new_bfs_distance,next_pos,old_bfs_distance,pos,progress_type,q_down,q_left,q_rank,q_right,q_up,reward,shortest_len,source,start,step,valid_actions
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",17,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",18,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",19,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",20,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",21,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",22,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",23,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",24,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",25,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",26,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",27,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",28,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",29,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",30,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",31,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",32,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",33,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",34,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",35,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",36,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",37,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",38,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",39,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",40,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",41,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",42,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",43,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",44,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",45,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",46,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",47,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",48,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",49,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",50,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",51,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",52,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",53,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",54,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",55,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",56,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",57,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",58,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",59,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",60,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",61,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,7,"(3, 4)",8,"(2, 4)",progress,56.38692855834961,55.51181411743164,"[('DOWN', 56.38692855834961), ('UP', 55.88446044921875), ('LEFT', 55.51181411743164), ('RIGHT', 55.49270248413086)]",55.49270248413086,55.88446044921875,-0.01,10,random,"(2, 2)",62,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(7, 7)",False,random_easy_16,8,"(2, 4)",7,"(3, 4)",regress,54.49953079223633,53.820045471191406,"[('UP', 55.42414093017578), ('RIGHT', 55.157161712646484), ('DOWN', 54.49953079223633), ('LEFT', 53.820045471191406)]",55.157161712646484,55.42414093017578,-0.01,10,random,"(2, 2)",63,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
RIGHT,True,['RIGHT'],easy,"(7, 5)",False,random_easy_17,7,"(0, 5)",8,"(0, 4)",progress,56.37668991088867,65.23643493652344,"[('RIGHT', 65.62290954589844), ('LEFT', 65.23643493652344), ('DOWN', 56.37668991088867), ('UP', 53.9996452331543)]",65.62290954589844,53.9996452331543,-0.01,8,random,"(0, 4)",0,"['LEFT', 'RIGHT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,6,"(1, 5)",7,"(0, 5)",progress,67.12155151367188,65.66893005371094,"[('DOWN', 67.12155151367188), ('LEFT', 65.66893005371094), ('RIGHT', 63.702293395996094), ('UP', 54.839698791503906)]",63.702293395996094,54.839698791503906,-0.01,8,random,"(0, 4)",1,"['DOWN', 'LEFT', 'RIGHT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,5,"(2, 5)",6,"(1, 5)",progress,68.2532958984375,56.39983367919922,"[('DOWN', 68.2532958984375), ('UP', 65.9289321899414), ('RIGHT', 65.40628051757812), ('LEFT', 56.39983367919922)]",65.40628051757812,65.9289321899414,-0.01,8,random,"(0, 4)",2,"['UP', 'DOWN', 'RIGHT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",5,"(2, 5)",progress,67.71247100830078,67.26459503173828,"[('DOWN', 67.71247100830078), ('LEFT', 67.26459503173828), ('UP', 66.86441802978516), ('RIGHT', 66.0284194946289)]",66.0284194946289,66.86441802978516,-0.01,8,random,"(0, 4)",3,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",4,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",5,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",6,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",7,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",8,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",9,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",10,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",11,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",12,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",13,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",14,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",15,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",16,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",17,"['UP', 'DOWN', 'LEFT']"
DOWN,True,['DOWN'],easy,"(7, 5)",False,random_easy_17,3,"(4, 5)",4,"(3, 5)",progress,68.03926849365234,58.963233947753906,"[('DOWN', 68.03926849365234), ('UP', 67.989501953125), ('RIGHT', 65.68035888671875), ('LEFT', 58.963233947753906)]",65.68035888671875,67.989501953125,-0.01,8,random,"(0, 4)",18,"['UP', 'DOWN', 'RIGHT']"
UP,False,['DOWN'],easy,"(7, 5)",False,random_easy_17,4,"(3, 5)",3,"(4, 5)",regress,63.258094787597656,66.05404663085938,"[('UP', 66.48002624511719), ('LEFT', 66.05404663085938), ('DOWN', 63.258094787597656), ('RIGHT', 52.346187591552734)]",52.346187591552734,66.48002624511719,-0.01,8,random,"(0, 4)",19,"['UP', 'DOWN', 'LEFT']"
