action,bfs_agree,bfs_best_actions,difficulty,goal,hit_wall,maze_id,new_bfs_distance,next_pos,old_bfs_distance,pos,progress_type,q_down,q_left,q_rank,q_right,q_up,reward,shortest_len,source,start,step,valid_actions
RIGHT,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,4,"(1, 1)",5,"(1, 0)",progress,82.87187957763672,68.3077621459961,"[('RIGHT', 82.99867248535156), ('DOWN', 82.87187957763672), ('UP', 80.94550323486328), ('LEFT', 68.3077621459961)]",82.99867248535156,80.94550323486328,-0.01,6,manual,"(0, 0)",1,"['UP', 'DOWN', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(2, 1)",4,"(1, 1)",progress,84.85067749023438,81.6837387084961,"[('DOWN', 84.85067749023438), ('RIGHT', 84.79278564453125), ('LEFT', 81.6837387084961), ('UP', 81.67894744873047)]",84.79278564453125,81.67894744873047,-0.01,6,manual,"(0, 0)",2,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
RIGHT,True,['RIGHT'],easy,"(2, 4)",False,manual_easy_1,2,"(2, 2)",3,"(2, 1)",progress,84.48997497558594,82.60814666748047,"[('RIGHT', 86.31888580322266), ('DOWN', 84.48997497558594), ('UP', 83.3220443725586), ('LEFT', 82.60814666748047)]",86.31888580322266,83.3220443725586,-0.01,6,manual,"(0, 0)",3,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,['RIGHT'],easy,"(2, 4)",False,manual_easy_1,3,"(1, 2)",2,"(2, 2)",regress,84.28089904785156,82.9610366821289,"[('UP', 86.0148696899414), ('RIGHT', 85.8738021850586), ('DOWN', 84.28089904785156), ('LEFT', 82.9610366821289)]",85.8738021850586,86.0148696899414,-0.01,6,manual,"(0, 0)",4,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
RIGHT,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(1, 2)",progress,85.41726684570312,83.56197357177734,"[('RIGHT', 86.50564575195312), ('DOWN', 85.41726684570312), ('UP', 85.34098052978516), ('LEFT', 83.56197357177734)]",86.50564575195312,85.34098052978516,-0.01,6,manual,"(0, 0)",5,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",6,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",7,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",8,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",9,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",10,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",11,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",12,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",13,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",14,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",15,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",16,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",17,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",18,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",19,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",20,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",21,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",22,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",23,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",24,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",25,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",26,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",27,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",28,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",29,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",30,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",31,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",32,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",33,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",34,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",35,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",36,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",37,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",38,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",39,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",40,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",41,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",42,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",43,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",44,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",45,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",46,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",47,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",48,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",49,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",50,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",51,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",52,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",53,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",54,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",55,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",56,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",57,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",58,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",59,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",60,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",61,"['DOWN', 'LEFT', 'RIGHT']"
UP,False,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,3,"(0, 3)",2,"(1, 3)",regress,83.32597351074219,86.08856201171875,"[('UP', 88.67205047607422), ('LEFT', 86.08856201171875), ('DOWN', 83.32597351074219), ('RIGHT', 79.8101806640625)]",79.8101806640625,88.67205047607422,-0.01,6,manual,"(0, 0)",62,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
DOWN,True,"['DOWN', 'RIGHT']",easy,"(2, 4)",False,manual_easy_1,2,"(1, 3)",3,"(0, 3)",progress,82.71229553222656,80.88848114013672,"[('DOWN', 82.71229553222656), ('LEFT', 80.88848114013672), ('RIGHT', 78.44220733642578), ('UP', 71.08650970458984)]",78.44220733642578,71.08650970458984,-0.01,6,manual,"(0, 0)",63,"['DOWN', 'LEFT', 'RIGHT']"
RIGHT,True,['RIGHT'],easy,"(2, 7)",False,manual_easy_2,6,"(6, 5)",7,"(6, 4)",progress,75.81381225585938,73.4482650756836,"[('RIGHT', 76.27079772949219), ('DOWN', 75.81381225585938), ('LEFT', 73.4482650756836), ('UP', 67.39741516113281)]",76.27079772949219,67.39741516113281,-0.01,7,manual,"(6, 4)",0,"['DOWN', 'LEFT', 'RIGHT']"
UP,True,"['UP', 'RIGHT']",easy,"(2, 7)",False,manual_easy_2,5,"(5, 5)",6,"(6, 5)",progress,74.86616516113281,74.63811492919922,"[('UP', 75.95191192626953), ('RIGHT', 75.05252838134766), ('DOWN', 74.86616516113281), ('LEFT', 74.63811492919922)]",75.05252838134766,75.95191192626953,-0.01,7,manual,"(6, 4)",1,"['UP', 'DOWN', 'LEFT', 'RIGHT']"
UP,True,"['UP', 'RIGHT']",easy,"(2, 7)",False,manual_easy_2,4,"(4, 5)",5,"(5, 5)",progress,76.73243713378906,66.38839721679688,"[('UP', 78.3012466430664), ('RIGHT', 77.1302719116211), ('DOWN', 76.73243713378906), ('LEFT', 66.38839721679688)]",77.1302719116211,78.3012466430664,-0.01,7,manual,"(6, 4)",2,"['UP', 'DOWN', 'RIGHT']"
