state_id,action,reward,category,hit_wall,repeat,success,d0,d1,delta_d
49,1,-1.0,toward_goal,False,False,False,8,7,1
49,2,-1.0,away_goal,False,False,False,8,9,-1
49,3,0.8786970973014832,toward_goal,False,False,False,8,7,1
50,0,-1.0,away_goal,False,False,False,1,2,-1
50,1,-1.0,wall_self_loop,True,True,False,1,1,0
50,2,-1.0,visit2,False,True,False,1,2,-1
50,3,-0.9419242143630981,goal,False,False,True,1,0,1
51,0,-1.0,wall_self_loop,True,True,False,14,14,0
51,1,-1.0,toward_goal,False,False,False,14,13,1
51,2,-1.0,wall_self_loop,True,True,False,14,14,0
51,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
52,0,-1.0,visit2,False,True,False,7,8,-1
52,1,-1.0,toward_goal,False,False,False,7,6,1
52,2,-1.0,away_goal,False,False,False,7,8,-1
52,3,0.9962536692619324,toward_goal,False,False,False,7,6,1
53,0,-1.0,away_goal,False,False,False,1,2,-1
53,1,-1.0,wall_self_loop,True,True,False,1,1,0
53,2,-1.0,visit2,False,True,False,1,2,-1
53,3,0.9987109899520874,goal,False,False,True,1,0,1
54,0,-1.0,wall_self_loop,True,True,False,14,14,0
54,1,-1.0,toward_goal,False,False,False,14,13,1
54,2,-1.0,wall_self_loop,True,True,False,14,14,0
54,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
55,0,-1.0,visit4plus,False,True,False,6,7,-1
55,1,-1.0,visit3,False,True,False,6,5,1
55,2,-1.0,visit3,False,True,False,6,7,-1
55,3,0.9089831709861755,toward_goal,False,False,False,6,5,1
56,0,-1.0,visit2,False,True,False,5,6,-1
56,1,-1.0,toward_goal,False,False,False,5,4,1
56,2,-1.0,visit4plus,False,True,False,5,6,-1
56,3,-0.9981434941291809,wall_self_loop,True,True,False,5,5,0
57,0,-1.0,wall_self_loop,True,True,False,14,14,0
57,1,-1.0,toward_goal,False,False,False,14,13,1
57,2,-1.0,wall_self_loop,True,True,False,14,14,0
57,3,0.9999633431434631,toward_goal,False,False,False,14,13,1
58,0,-1.0,wall_self_loop,True,True,False,14,14,0
58,1,-1.0,visit4plus,False,True,False,14,13,1
58,2,-1.0,wall_self_loop,True,True,False,14,14,0
58,3,-1.0,visit4plus,False,True,False,14,13,1
59,0,-1.0,wall_self_loop,True,True,False,13,13,0
59,1,-1.0,toward_goal,False,False,False,13,12,1
59,2,-1.0,visit4plus,False,True,False,13,14,-1
59,3,-1.0,toward_goal,False,False,False,13,12,1
