idx,source,outcome,steps,bfs_len,gap,final_bfs_dist,wall_hits,score_sum,score_avg,score_bfsnorm,badness,repeat_count,quality_key
91,far_clean_timeout,timeout,64,14,64,14,0,-61.99976408481598,-0.9687463138252497,-4.428554577486856,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
92,safe_loop_timeout,timeout,64,14,64,14,0,-61.99976408481598,-0.9687463138252497,-4.428554577486856,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
93,far_clean_timeout,timeout,64,14,64,14,0,-61.99976408481598,-0.9687463138252497,-4.428554577486856,2.33984375,215,"[1, 0, -2, -10000, 0, -8412]"
94,wall_timeout,timeout,64,14,64,4,0,-54.505993872880936,-0.8516561542637646,-3.8932852766343524,1.1780133928571428,9,"[1, 0, -1, -2857, 0, -362]"
95,sticky_wall_timeout,timeout,64,14,64,14,64,-64.0,-1.0,-4.571428571428571,4.4296875,238,"[1, -1, -2, -10000, -10000, -9284]"
96,bfs_success,success,18,18,0,0,0,-4.017090082168579,-0.22317167123158774,-0.22317167123158774,0.0,0,"[2, 0, 0, 0, 0, 0]"
97,clean_success,success,18,18,0,0,0,-4.017090082168579,-0.22317167123158774,-0.22317167123158774,0.0,0,"[2, 0, 0, 0, 0, 0]"
98,short_detour_success,success,20,18,2,0,0,-6.046042084693909,-0.30230210423469545,-0.3358912269274394,0.021739130434782608,0,"[2, 0, 0, -435, 0, -4]"
99,long_detour_success,success,24,18,6,0,0,-13.322268210351467,-0.5550945087646445,-0.7401260116861926,0.07302989130434782,2,"[2, 0, 0, -1304, 0, -66]"
100,recovery_success,success,20,18,2,0,0,-6.017362117767334,-0.3008681058883667,-0.33429789543151855,0.021739130434782608,0,"[2, 0, 0, -435, 0, -4]"
